"Tipo [Class]";"Identificador [UnityAlias]";"Orden de clasificación [Position]";"Visible [IsVisible]";"Precio/EUR/gross [ListPrices/EUR/gross]";"Precio original/EUR/gross [ManufacturerPrices/EUR/gross]";"IsManufacturerPriceRRP [IsManufacturerPriceRRP]";"IsShippingLinkVisible [IsShippingLinkVisible]";"Tipo fiscal [TaxClass]";"Unidad de referencia [RefUnit]";"Cantidad de referencia [RefAmount]";"Cantidad en el producto [RefContentAmount]";"Fabricante [Manufacturer]";"N.º de producto del fabricante [ManufacturerSKU]";"Código del producto [UPCEAN]";"Existencias [StockLevel]";"Nivel mínimo de existencias [StockLevelAlert]";"Plazo de entrega [DeliveryPeriod]";"Unidad de peso [WeightUnit]";"Peso de entrega [Weight]";"Longitud [Length]";"Altura [Height]";"Anchura [Width]";"Formas de entrega [ShippingMethods]";"Nombre/Español [Name/es]";"Título de la página/Español [Title/es]";"Descripción/Español [Description/es]";"Descripción detallada/Español [Text/es]";"Palabras clave/Español [Keywords/es]";"Funciones básicas/Español [MainCharacteristics/es]";"Producto maestro [SuperProduct]";"Variantes de atributos [SelectedVariations]";"Imagen para la vista ampliada [ImageLarge]";"Imágenes para galería/presentación [ImagesSlideShowString]";"EnergyLabelsString [EnergyLabelsString]";"EnergyLabelSourceFile [EnergyLabelSourceFile]";"_ProductDataSheet/Español [_ProductDataSheet/es]";"EnergyLabelHighestEfficiencyClass [EnergyLabelHighestEfficiencyClass]";"ProductVideoProvider/Español [ProductVideoProvider/es]";"TaxClassMapping [TaxClassMapping]";"PROCESADOR/I3 8100 [PROCESADOR/I3_8100]";"COLOR/DESERT/Español [COLOR/DESERT/es]";"COLOR/JUNGLE/Español [COLOR/JUNGLE/es]";"COLOR/GAV/Español [COLOR/GAV/es]";"COLOR/NEGRO/Español [COLOR/NEGRO/es]";"COLOR/ROSA/Español [COLOR/ROSA/es]";"COLOR/COLOR [COLOR/COLOR]";"TAMAÑO/PEQUEÑO/Español [TAMANO/PEQUENO/es]";"TAMAÑO/GRANDE/Español [TAMANO/GRANDE/es]";"TAMAÑO/TAMAÑO [TAMANO/TAMANO]"
;25818;;1;17,53;;0;1;normal;;;;DELL;;5397063763610;10;1;1;kilogram;0,2;;;;;"MOUSE OPTICO  MS116 BLACK DELL";;"El ratón óptico MS116 de Dell tiene funciones de seguimiento LED óptico y conectividad con cable que garantiza un rendimiento espectacular día tras día. Mejore la productividad en la oficina o en casa con el ratón óptico Dell que le ayudará a mantenerse centrado en la tarea con un seguimiento óptico preciso de 1000 ppp.. Características:. Rendimiento fiable día tras día.. Comodidad que dura.. Compatible con prácticamente cualquier sistema.. Comodidad de la función Plug and Play.. En casa o en la oficina.. Estética moderna.. Especificaciones:. Tipo de dispositivo: Ratón. Peso: 90 g. Color: Negro. Tecnología de conectividad: Cableado - USB. Tecnología de Detección de Movimiento: óptico. Resolución de movimiento: 1000 ppp. Nº de botones: 2. Longitud de cable: 1.8 m. Expansión / Conectividad: Interfaces / 1 x USB. Compatible con:<button id='btn_comp'>Ver lista</button>. <p id='compatible' style='display:none'>Alienware 13 R2, 13 R3, 15 R2, 15 R3, 17 R2, 17 R3, 17 R4, Alpha R2, Area-51 R3, Area-51 R4, Aurora R5, Aurora R6, M11xR2, M17, X51 R3. Dell 5720 AIO, T1650. Dell Chromebook 3120. Dell Inspiron 11 3162, 11 3168, 11 3169, 11 3179, 13 5368 2-in-1, 13 5378 2-in-1, 13 7353, 13 7368 2-in-1, 13 7378 2-in-1, 14 3421, 14 7460, 15 3537, 15 3555, 15 3559, 15 3565, 15 3567, 15 5551, 15 5565, 15 5566, 15 5567, 15 5568 2-in-1, 15 5576 Gaming, 15 5577 Gaming, 15 5578 2-in-1, 15 7560, 15 7569 2-in-1, 15 7579 2-in-1, 15 Gaming 7566, 15 Gaming 7567, 15 Gaming 7577, 15 N5010, 15 N5030, 15 N5040, 15 N5050, 15R 5520, 15R N5110, 17 5765, 17 5767, 17 7778 2-in-1, 17 7779 2-in-1, 17R 5720, 17R 5721, 17R 7720, 20 3064, 24 3464, 24 5459 AIO, 27 7775, 3043, 3045, 3048, 3052, 3059, 3152, 3250, 3263, 3264 AIO, 3265, 3268, 3452, 3455, 3458, 3459, 3552, 3558, 3650, 3662, 3668, 3780, 3793, 5348, 5458, 5459, 5545, 5552, 5555, 5558, 5559, 5593, 5675, 5755, 5758, 5759, 7359, 7459, 7559, 7568, Mini 10 1010, Mini 10 1012, Mini 10v 1018. Dell Latitude 3180, 3189, 3310 2-in-1, 3350, 3460, 3470, 3480, 3510, 3560, 3570, 3580, 5175 2-in-1, 5179, 5280, 5285 2-in-1, 5289 2-In-1, 5310, 5310 2-in-1, 5414 Rugged, 5480, 5580, 7200 2-in-1, 7210 2-in-1, 7212 Rugged Extreme Tablet, 7214 Rugged Extreme, 7275, 7280, 7285 2-in-1, 7310, 7370, 7380, 7389 2-in-1, 7400 2-in-1, 7414 Rugged Extreme, 7480, 9410, D630 ATG, D630 XFR, E5270, E5470, E5570, E7270, E7470. Dell OptiPlex 3040, 3046, 3050, 3240, 5050, 5055, 5250 All In One, 7050, 7450, 9010 All In One, 9020 All In One. Dell Precision Mobile Workstation 3510, 3520, 5510, 5520, 5540, 7510, 7520, 7710, 7720. Dell Precision Rack 7910. Dell Precision Tower 3420, 3620. Dell Venue 10 Pro (5056), 8 Pro (5855). Dell Vostro 14 5468, 15 5568, 200s, 260s, 3459, 3490, 3491, 3559, 3590, 3591, 5459. Dell XPS 12 9250, 13 9350, 13 9360, 13 9365 2-in-1, 15 (9530), 15 9550, 15 9560, 27 7760, 8910, 8920, One 2710, One 2720. <script>. var btn = document.getElementById('btn_comp'). var list = document.getElementById('compatible'). . btn.addEventListener('click', () => {. . list.style.display = 'block';. }. ). </script>";;;;;;dell-ms116.jpg;dell-ms116.jpg;;;;;;;;;;;;;;;;
;25828;;1;154,76;;0;1;normal;;;;LENOVO;;192651334778;0;1;1;kilogram;4;;;;;"MONITOR LENOVO THINKVISION S24E-10";;"Especificaciones:. Pantalla. 23.8'' / 527.04x296.46 mm. Resolución. 1920x1080. Ratio aspecto. 16:9. Brillo. 250 nits. Ratio contraste. 3000:1. Tiempo respuesta. 4 ms (extreme mode) / 6 ms (normal mode). Color. 72%. ángulo de visión. 178 / 178. Conexiones. HDMI, VGA. Dimensiones. 402.7x539.5x200.0 mm";;;;;;lenovo-thinkvision-s24e-10.jpg;lenovo-thinkvision-s24e-10.jpg;;;;;;;;;;;;;;;;
;25835;;1;141,15;;0;1;normal;;;;PHILIPS;;8712581735838;10;1;1;kilogram;5;;;;;"MONITOR PHILIPS 223V5LHSB2 SLIM";;"Características:. <u>SmartContrast para unos tonos negros con más matices.. </u>SmartContrast es la tecnología de Philips que analiza los contenidos que visualizas, ajustando automáticamente los colores y controlando la intensidad de la retroiluminación para mejorar dinámicamente el contraste y obtener así las mejores imágenes y vídeos digitales, así como un contraste óptimo para disfrutar más mientras juegas. Al seleccionar el modo de ahorro, se ajustan el contraste y la retroiluminación para una visualización perfecta de las aplicaciones cotidianas de oficina y un menor consumo de energía.. <u>Pantalla de 16:9 con Full HD para unas imágenes nítidas.. </u>La calidad de imagen importa. Las pantallas habituales ofrecen buena calidad, pero sabemos que tú esperas más. Esta pantalla cuenta con una resolución Full HD de 1920 x 1080. Gracias al Full HD podrás disfrutar de unos detalles nítidos y de un gran brillo, así como un contraste increíble y colores realistas para una imagen que parece cobrar vida.. <u>HDMI-ready para un entretenimiento en Full HD.. </u>Un dispositivo HDMI-ready tiene todo el hardware necesario para admitir una entrada de interfaz multimedia de alta definición (HDMI). Un cable HDMI permite transmitir audio y vídeo digitales de alta calidad a través de un solo cable desde un ordenador o desde fuentes AV (incluidos sintonizadores, reproductores de DVD, receptores de A/V y cámaras de vídeo).. <u>Tecnología LED para colores intensos.. </u>Los LED blancos son dispositivos de estado sólido que se iluminan completamente, con un brillo constante y un tiempo de inicio de ahorro de energía más rápido. Los LED no contienen mercurio, lo que permite un reciclaje y un proceso de deshecho ecológicos. Los LED permiten un mayor control de la regularidad de la retroiluminación de LCD, lo que da como resultado una relación de contraste elevada. Además, ofrece una reproducción de color superior gracias a un brillo constante a través de la pantalla.. <u>Ajuste sencillo de pantalla con SmartControl Lite.. </u>SmartControl Lite es la siguiente generación de software que controla la interfaz de usuario del monitor basándose en iconos 3D. Esto permite al usuario configurar perfectamente parámetros del monitor como el color, brillo, calibración de la pantalla, multimedia, gestión de ID, etc. con el ratón.. Especificaciones:. Imagen/Pantalla. Tipo de panel LCD: LCD TFT. Tipo de retroiluminación: Sistema White LED. Tamaño de panel: 21,5 pulgadas / 54,6 cm. área de visualización efectiva: 476,64 (H) x 268,11 (V). Relación de aspecto: 16:9. Resolución óptima: 1920 x 1080 a 60 Hz. Tiempo de respuesta (típico): 5 ms. Brillo: 200 cd/m². SmartContrast: 10.000.000:1. Relación de contraste (típica): 600:1. Punto de píxel: 0,248 x 0,248 mm. ángulo de visión: 90º (H) / 65º (V). @ C/D >; 10. Colores de pantalla: 16,7 M. Frecuencia de escaneado: 30 - 83 kHz (H) / 56 - 76 Hz (V). sRGB: Sí. Conectividad. Entrada de señal: HDMI (HDCP digital) / VGA (analógica). Entrada sincronizada: Sincronización separada / Sincronización en verde. Soporte. Inclinación: -5/20 grado. Cómodas funciones. bloqueo Kensington. Montaje VESA (100 x 100 mm). Dimensiones. Producto con soporte (mm): 503 x 376 x 213 mm. Producto sin soporte (mm): 503 x 316 x 50 mm. Peso. Producto con soporte (kg): 2,61 kg. Producto sin soporte (kg): 2,35 kg";;;;;;philips-223v5lhsb2.jpg;philips-223v5lhsb2.jpg;;;;;;;;;;;;;;;;
;26045;;1;24,87;;0;1;normal;;;;NGS;;8,43543E+12;0;1;1;kilogram;0,18;;;;;"AURICULAR ARTICA LUST BLUETOOTH BLANCO NGS";;"Elegantes auriculares estéreo inalámbricos y tecnología Bluetooth. NGS Artica Lust te permitirá escuchar música y responder llamadas telefónicas con total libertad. Disfruta de su gran calidad de sonido y de un diseño exclusivo.. NGS Artica Lust, son unos originales auriculares circumaurales mediante los cuales podremos escuchar música sin la necesidad de cables. Fáciles de emparejar con nuestro dispositivo Bluetooth favorito, nos permiten disfrutar de hasta 10 horas de música ininterrumpida a una distancia máxima de 10 metros del dispositivo.. Gracias a su tecnología A2DP, te permitirá manejar el reproductor multimedia directamente con los botones del auricular pudiendo pasar de canción (adelante/atrás), pausar la reproducción y subir y bajar el volumen.. Si lo estás usando con un teléfono y te entra una llamada la música se detiene y puedes contestarla sin necesidad de sacar el teléfono del bolsillo (gracias también al micrófono integrado).. Además, incluye un cable de audio jack 3,5mm que te permitirá conectarlo a cualquier reproductor (MP3, teléfono, tableta, ordenador, etc.), incluso cuando la batería está totalmente descargada.. Está equipado con una conexión de carga micro USB para cargar la batería de 300 mAh del auricular.. NGS Artica Lust destaca por su calidad de sonido gracias a sus 64 Ohmios de impedancia y a su respuesta de frecuencia de 20Hz~20kHz.. Su espectacular diseño no pasará desapercibido ya que dispone de un cuerpo metálico en dorado que combina con blanco.. Por último, conseguirás máximo confort gracias a su diadema ajustable y sus almohadillas acolchadas especialmente diseñadas para disfrutar de largas sesiones de tu música preferida.. Especificaciones:. Rango de alcance: 10 metros. Potencia: 10mW. Micrófono: Si. Tiempo de funcionamiento: 10 horas. Capacidad de batería: 300mAh";;;;;;ngs-artica-lust-blanco.jpg;ngs-artica-lust-blanco.jpg;;;;;;;;;;;;;;;;
;26051;;1;13,82;;0;1;normal;;;;NGS;;8435430613476;0;1;1;kilogram;0,08;;;;;"RATON OPTICO WIRELESS BOW BLANCO NGS";;"NGS Bow es un dispositivo inalámbrico (cobertura de hasta 10m) con sensor óptico avanzado RF 2.4 GHz para garantizar un control preciso.. Cuenta con 5 botones que harán más fáciles todas tus tareas en el ordenador, desde navegar por la web, acceder a tus Redes Sociales, gracias a la precisión de las funciones de clic, puntero y arrastre. Dispone además de un scroll que te hará gozar de una gran exactitud para navegar por listas, diapositivas e imágenes.. Su acabado en blanco brillante combina con los laterales de goma contorneados para una comodidad total y mejor agarre.. Un elegante diseño con una cuidada combinación de diferentes materiales y texturas que ha logrado crear un producto tan bello como preciso.. Gracias a su sensor óptico y selector de DPIs puedes elegir la velocidad del ratón entre las siguientes: 800/1200/1600. Este ratón viene acompañado de un Nano receptor que puede transportarse en el propio ratón o quedar conectado permanentemente al portátil sin riesgo alguno de caída o pérdida. Instalación &ldquo;Plug and Play', solo tendrás que conectarlo y empezar a trabajar.. Por último, NGS Bow presenta un cómodo diseño concebido para diestros. Su tamaño grande resulta ideal para usar con todo tipo de ordenadores de sobremesa.. Especificaciones:. Color: Blanco. Interfaz: USB. Scroll: Si. Nº pulsadores: 5. Ergonomía: Diestros";;;;;;ngs-bow-blanco.jpg;ngs-bow-blanco.jpg;;;;;;;;;;;;;;;;
;26052;;1;13,89;;0;1;normal;;;;NGS;;8435430613452;0;1;1;kilogram;0,08;;;;;"RATON OPTICO WIRELESS BOW NEGRO NGS";;"NGS Bow es un dispositivo inalámbrico (cobertura de hasta 10m) con sensor óptico avanzado RF 2.4 GHz para garantizar un control preciso.. Cuenta con 5 botones que harán más fáciles todas tus tareas en el ordenador, desde navegar por la web, acceder a tus Redes Sociales, gracias a la precisión de las funciones de clic, puntero y arrastre. Dispone además de un scroll que te hará gozar de una gran exactitud para navegar por listas, diapositivas e imágenes.. Su acabado en blanco brillante combina con los laterales de goma contorneados para una comodidad total y mejor agarre.. Un elegante diseño con una cuidada combinación de diferentes materiales y texturas que ha logrado crear un producto tan bello como preciso.. Gracias a su sensor óptico y selector de DPIs puedes elegir la velocidad del ratón entre las siguientes: 800/1200/1600. Este ratón viene acompañado de un Nano receptor que puede transportarse en el propio ratón o quedar conectado permanentemente al portátil sin riesgo alguno de caída o pérdida. Instalación &ldquo;Plug and Play', solo tendrás que conectarlo y empezar a trabajar.. Por último, NGS Bow presenta un cómodo diseño concebido para diestros. Su tamaño grande resulta ideal para usar con todo tipo de ordenadores de sobremesa.. Especificaciones:. Color: Negro. Interfaz: USB. Scroll: Si. Nº pulsadores: 5. Ergonomía: Diestros";;;;;;ngs-bow-negro.jpg;ngs-bow-negro.jpg;;;;;;;;;;;;;;;;
;26054;;1;25,51;;0;1;normal;;;;NGS;;8,43543E+12;1;1;1;kilogram;0,16;;;;;"AURICULAR ARTICA PRIDE BLUETOOTH BLANCO NGS";;"Elegantes auriculares estéreo inalámbricos con tecnología Bluetooth. NGS Artica Pride te permitirá escuchar música y recibir llamadas telefónicas con total libertad. Disfruta de su gran calidad de sonido y de un diseño exclusivo.. NGS Artica Pride, son unos originales auriculares circumaurales mediante los cuales podremos escuchar música sin la necesidad de cables. Fáciles de emparejar con nuestro dispositivo favorito, nos permiten disfrutar de hasta 7 horas de música ininterrumpida a una distancia máxima de 10 metros del dispositivo.. Gracias a su tecnología A2DP, te permitirá manejar el reproductor multimedia directamente con el botón del auricular pudiendo pausar o activar la reproducción y encender/apagar .. Si lo estás usando con un teléfono y recibes una llamada la música se detiene y puedes contestar sin necesidad de sacar el teléfono del bolsillo (gracias también al micrófono integrado).. Está equipado con una conexión de carga micro USB para cargar la batería de 180 mAh del auricular.. NGS Artica Pride destaca por su calidad de sonido gracias a sus 32 Ohmios de impedancia y a su respuesta de frecuencia de 20Hz~20kHz.. Por último, conseguirás máximo confort gracias a su diadema ajustable y sus almohadillas acolchadas especialmente diseñadas para disfrutar de largas sesiones de tu música preferida.";;;;;;ngs-artica-pride-blanco.jpg;ngs-artica-pride-blanco.jpg;;;;;;;;;;;;;;;;
;26055;;1;25,05;;0;1;normal;;;;NGS;;8,43543E+12;1;1;1;kilogram;0,16;;;;;"AURICULAR ARTICA PRIDE BLUETOOTH AZUL NGS";;"Elegantes auriculares estéreo inalámbricos con tecnología Bluetooth. NGS Artica Pride te permitirá escuchar música y recibir llamadas telefónicas con total libertad. Disfruta de su gran calidad de sonido y de un diseño exclusivo.. NGS Artica Pride, son unos originales auriculares circumaurales mediante los cuales podremos escuchar música sin la necesidad de cables. Fáciles de emparejar con nuestro dispositivo favorito, nos permiten disfrutar de hasta 7 horas de música ininterrumpida a una distancia máxima de 10 metros del dispositivo.. Gracias a su tecnología A2DP, te permitirá manejar el reproductor multimedia directamente con el botón del auricular pudiendo pausar o activar la reproducción y encender/apagar .. Si lo estás usando con un teléfono y recibes una llamada la música se detiene y puedes contestar sin necesidad de sacar el teléfono del bolsillo (gracias también al micrófono integrado).. Está equipado con una conexión de carga micro USB para cargar la batería de 180 mAh del auricular.. NGS Artica Pride destaca por su calidad de sonido gracias a sus 32 Ohmios de impedancia y a su respuesta de frecuencia de 20Hz~20kHz.. Por último, conseguirás máximo confort gracias a su diadema ajustable y sus almohadillas acolchadas especialmente diseñadas para disfrutar de largas sesiones de tu música preferida.";;;;;;ngs-artica-pride.jpg;ngs-artica-pride.jpg;;;;;;;;;;;;;;;;
;26056;;1;25,78;;0;1;normal;;;;NGS;;8,43543E+12;1;1;1;kilogram;0,16;;;;;"AURICULAR ARTICA PRIDE BLUETOOTH NEGRO NGS";;"Elegantes auriculares estéreo inalámbricos con tecnología Bluetooth. NGS Artica Pride te permitirá escuchar música y recibir llamadas telefónicas con total libertad. Disfruta de su gran calidad de sonido y de un diseño exclusivo.. NGS Artica Pride, son unos originales auriculares circumaurales mediante los cuales podremos escuchar música sin la necesidad de cables. Fáciles de emparejar con nuestro dispositivo favorito, nos permiten disfrutar de hasta 7 horas de música ininterrumpida a una distancia máxima de 10 metros del dispositivo.. Gracias a su tecnología A2DP, te permitirá manejar el reproductor multimedia directamente con el botón del auricular pudiendo pausar o activar la reproducción y encender/apagar .. Si lo estás usando con un teléfono y recibes una llamada la música se detiene y puedes contestar sin necesidad de sacar el teléfono del bolsillo (gracias también al micrófono integrado).. Está equipado con una conexión de carga micro USB para cargar la batería de 180 mAh del auricular.. NGS Artica Pride destaca por su calidad de sonido gracias a sus 32 Ohmios de impedancia y a su respuesta de frecuencia de 20Hz~20kHz.. Por último, conseguirás máximo confort gracias a su diadema ajustable y sus almohadillas acolchadas especialmente diseñadas para disfrutar de largas sesiones de tu música preferida.";;;;;;ngs-artica-pride-negro.jpg;ngs-artica-pride-negro.jpg;;;;;;;;;;;;;;;;
;26057;;1;19,5;;0;1;normal;;;;NGS;;8435430613544;0;1;1;kilogram;0,06;;;;;"RATON OPTICO WIRELESS FRIZZ NGS";;"NGS Frizz BT es un dispositivo inalámbrico (cobertura de hasta 10m) con sensor óptico y tecnología Bluetooth. Se trata de un ratón compatible con sistemas universales como Windows, Mac y Linux. Podrás utilizarlo con ordenadores y todo tipo de dispositivos Bluetooth como smartphones Android, tablets o centros multimedia Android. ¡No hay nada que se le resista!. Destaca por su tamaño reducido, siendo ideal para su uso con portátiles y resulta realmente cómodo para llevar en todos tus desplazamientos.. Gracias a su sensor óptico y selector de DPIs puedes elegir la velocidad del ratón entre las siguientes: 1000/1600. Está equipado con un interruptor de apagado y encendido, a su vez cuenta con 3 niveles de ahorro de energía, mediante el cual el ratón entrará automáticamente en modo suspensión después de un cierto período de inactividad (10 minutos). Para activarlo simplemente se deberá presionar cualquier botón.. Sus 5 botones harán más fáciles todas tus tareas en el ordenador, desde navegar por la web, acceder a tus Redes Sociales, gracias a la precisión de las funciones de clic, puntero y arrastre. Dispone además de un scroll con rueda metálica y goma en el centro para un mejor agarre que te hará gozar de una gran exactitud para navegar por listas, diapositivas e imágenes.. Por último, NGS Frizz BT presenta un elegante acabado que combina goma en los laterales con una superficie en color gris UV.";;;;;;ngs-frizz.jpg;ngs-frizz.jpg;;;;;;;;;;;;;;;;
;26121;;1;282,69;;0;1;normal;;;;LENOVO;;192330629904;10;1;1;kilogram;4;;;;;"MONITOR LENOVO THINKVISION T27i-10";;"Especificaciones:. Pantalla. 27'' Full HD (1080p) 1920 x 1080 a 75 Hz. IPS 16:9. 1000:1 / 3000000:1 (dinámico) / 250 cd/m² / 0.311 mm. Tiempo de respuesta. 6 ms (típico);4 ms (extremo). Conectores de entrada. HDMI . VGA (HD-15) . DisplayPort . Auriculares . 4 x datos de bajada USB 3.0 . Datos de subida USB 3.0. Ajustes de posición de pantalla. Altura, pivote (rotación), plataforma giratoria, inclinación. Dimensiones. (Ancho x Profundidad x Altura) - con soporte (posición más alta). 61.19 cm x 26.98 cm x 51.33 cm. Peso. 6.55 kg";;;;;;lenovo-thinkvision-t27i-10.jpg;lenovo-thinkvision-t27i-10.jpg;;;;;;;;;;;;;;;;
;26256;;1;17,68;;0;1;normal;;;;COOLBOX;;8,43656E+12;0;1;1;kilogram;0,2;;;;;"AURICULARES BLUETOOTH COOLSKIN BLUE COOLBOX";;"Con función manos libres - Alta calidad - Diseño ergonómico y Plegables.. Características:. - Alta calidad y cuidado diseño.. - Diseño ergonómico y Plegables.. - Función manos libres.. - Entrada auxiliar de audio.. - Hasta 10 horas de autonomía.. - Bluetooth v4.2.. - 10m de Alcance.. - Diámetro del altavoz: 40mm.. - Batería Interna de 300mAh.. - Controles de volumen y reproducción.. - Peso 270 g.. - Incluye cable de carga USB, cable de audio y manual.. Especificaciones:. - Bluetooth: Bluetooth v4.2. - Alcance: 10 metros . - Rango de frecuencia: 20Hz ~ 20kHz. - Altavoz (diámetro): 2 x 40mm. - Impedancia: 64 Ohm S.P.L.(a 1kHz). - Batería: Interna, de litio, no extraíble, 3.7V, 300mAh. - Tiempo de carga: 2 horas. - Autonomía: Hasta 10 horas. - Controles: Play/Pausa, Volumen+ (Avance pista) y Volumen- (Pista anterior). - Color: Azul. - Peso: 270 gramos. - Accesorios incluidos: Cable de carga USB y manual. Contenido del embalaje:. - Auriculares CoolBox. - Cable de carga. - Manual de uso. - Cable de audio";;;;;;coolbox-coo-aub-12bl.jpg;coolbox-coo-aub-12bl.jpg;;;;;;;;;;;;;;;;
;26305;;1;139,92;;0;1;normal;;;;APPLE;;1,90E+11;0;1;1;kilogram;0,15;;;;;"APPLE MAGIC KEYBOARD CON TECLADO NUMERICO";;"El Magic Keyboard con teclado numérico tiene un diseño ampliado, con controles de navegación para que te desplaces rápidamente por tus documentos y teclas de flecha de tamaño estándar para jugar. Incorpora un mecanismo de tijera debajo de cada tecla que mejora la estabilidad, a la vez que su perfil bajo te ayuda a escribir con rapidez, comodidad y precisión. El teclado numérico es perfecto para hojas de cálculo y aplicaciones financieras. Además, lleva una batería recargable que te da autonomía para un mes, o incluso más.. Especificaciones:. Dimensiones y peso. Alto: 0,41-1,09 cm. Ancho: 41,87 cm. Fondo: 11,49 cm. Peso: 390 g*. General. Teclas multimedia. Conexiones y ampliación. Bluetooth. Puerto Lightning. conexión inalámbrica. Requisitos del sistema:. Ordenador Mac con Bluetooth y macOS 10.12.4 o posterior. Dispositivos iOS con iOS 10.3 o posterior";;;;;;apple-magic-keyboard.jpg;apple-magic-keyboard.jpg;;;;;;;;;;;;;;;;
;26374;;1;14,07;;0;1;normal;;;;"MARS GAMING";;4718009153608;1;1;1;kilogram;0,135;;;;;"RATON OPTICO MM018 NEGRO MARS GAMING";;"El MM018 es un ratón gaming RGB ergonómico y preciso, con un agarre firme y 8 botones programables para una total libertad de acción, incluyendo un botón lateral extra para un acceso rápido en todo momento. Deslízate con rapidez, consigue la mejor precisión y disfruta de una estética gamer insuperable. ¡Todo en uno!. Características:. <u>DISEñO OPTIMIZADO. </u>El cuerpo del MM018 está optimizado para proporcionar un agarre cómodo y firme, permitiéndote un deslizamiento fluido en todo momento. Tendrás el total control de tu ratón gracias a un acabado soft-touch, base extendida para potenciar la estabilidad del deslizamiento, laterales con superficie ultra-grip para facilitar una sujeción profesional y hasta 8 botones programables para tener una libertad de acción absoluta.. <u>ILUMINACIóN RGB BREATHING. </u>El MM018 está equipado con un efecto respiración RGB dinámico automático, que cuenta con una transición de colores constante que potencia su estética al máximo.. <u>LOOK PRO-GAMING. </u>La franja LED RGB breathing que recorre el MM018 combina a la perfección con su diseño ergonómico profesional, que se adapta perfectamente a tu mano y te ofrece una total libertad de movimiento.. <u>PRECISIóN Y VELOCIDAD. </u>El sensor óptico del MM018 te proporciona 4800 DPI con los que derrotar a tus rivales en partida: con una precisión total y un deslizamiento óptimo, podrás acertar a objetivos en movimiento con facilidad y jugar al máximo rendimiento en tus enfrentamientos online. Además, dispones de un botón lateral extra estratégicamente ubicado para facilitarte la acción que necesites en el momento oportuno.. <u>PRESTACIONES AVANZADAS. </u>Las características del MM018 han sido seleccionadas para ofrecer la mejor experiencia durante el máximo tiempo posible: acabado anti-deslizante, cable trenzado, pies de teflón, switches HUANO de alto rendimiento... Todo lo necesario para extender la durabilidad de tu ratón y proporcionarte las mejores prestaciones.. <u>AGARRE PROFESIONAL. </u>La superficie del MM018 cuenta con un acabado soft-touch con superficie de goma antideslizante que se adhiere a la mano para proporcionarte un agarre estable. Además, sus laterales de superficie texturizada, ancha rueda de scroll con cobertura de goma antideslizante, base extendida para el pulgar y botón lateral extra programable de acceso instantáneo son la combinación necesaria para conseguir un control total de tus acciones.. <u>SOFTWARE DE CONTROL. </u>El MM018 dispone de un software de control programable que permite un amplio abanico de opciones de personalización con las que potenciar el rendimiento de tu ratón y adaptar sus funciones a tu estilo de juego. Dispone de perfiles DPI personalizables, control de la iluminación, creación de macros, asignación de botones... ¡Experimenta y consigue un ratón a tu medida!. Especificaciones:. Switches: HUANO. Materiales: ABS. Color botones: Color. Peso: 138g. Dimensiones: 129x73x42mm. Ergonomía: Diestro. Botones: 8. Iluminación: RGB Breathing. Acabado: Antideslizante. Color: Negro. Extras: Indicador iluminado de perfil DPI. Extras: Base lateral extendida. Sensor: óptico. DPI: Hasta 4800. Frecuencia de refresco: Ultrarrápido. Tipo de cable: Cable trenzado. Longitud del cable: 1,5m. Conectores: USB plateado. Software: Control de funciones, macros, iluminación y rendimiento (solo Windows). Compatibilidad: Windows / Linux / Mac. Ajuste de tamaño: No. Ajuste de peso: No. Inálambrico: No. Corriente: 60mA. Voltaje: DC 5V";;;;;;mm018_960x960.png;mm018_960x960.png;;;;;;;;;;;;;;;;
